192.168.10.11 hits=5;first=1760502901.603;last=1760503494.417;url=localhost;blacklist=
192.168.10.41 hits=8;first=1760502504.218;last=1760504252.688;url=id.rambler.ru;blacklist=
192.168.10.41 hits=2;first=1760498146.414;last=1760502799.903;url=xpaywalletcdn-prod.azureedge.net;blacklist=
192.168.10.41 hits=7;first=1760497064.09;last=1760502798.726;url=www.bing.com;blacklist=
192.168.10.41 hits=3;first=1760503989.998;last=1760504283.988;url=atlas.rambler.ru;blacklist=
192.168.10.41 hits=6;first=1760504252.791;last=1760505692.399;url=www.google.com;blacklist=
192.168.10.41 hits=21;first=1760504253.973;last=1760504253.973;url=rcm.rambler.ru;blacklist=
192.168.10.41 hits=23;first=1760503956.953;last=1760509167.017;url=embeds.rambler.ru;blacklist=
192.168.10.41 hits=270;first=1760502930.761;last=1760512247.533;url=edge.microsoft.com;blacklist=
192.168.10.41 hits=1;first=1760504252.306;last=1760504252.306;url=www.google.kz;blacklist=
192.168.10.41 hits=1;first=1760497101.664;last=1760497101.664;url=raw.githubusercontent.com;blacklist=
192.168.10.41 hits=1;first=1760497102.174;last=1760497102.174;url=ublockorigin.pages.dev;blacklist=
192.168.10.41 hits=1;first=1760414846.132;last=1760414846.132;url=api.yapfiles.ru;blacklist=
192.168.10.41 hits=2;first=1760502505.352;last=1760502505.352;url=store.rambler.ru;blacklist=
192.168.10.41 hits=7;first=1760505686.241;last=1760505686.241;url=yandex.ru;blacklist=
192.168.10.41 hits=1;first=1760497107.789;last=1760497107.789;url=curbengh.github.io;blacklist=
192.168.10.41 hits=1;first=1760497553.394;last=1760497553.394;url=copilot.microsoft.com;blacklist=
192.168.10.41 hits=2;first=1759985250.855;last=1759985251.699;url=astral-field-294621.firebaseapp.com;blacklist=
192.168.10.41 hits=10;first=1760503954.359;last=1760505687.111;url=avatars.mds.yandex.net;blacklist=
192.168.10.41 hits=16;first=1760505687.189;last=1760505687.205;url=favicon.yandex.net;blacklist=
192.168.10.41 hits=7;first=1760504071.567;last=1760504136.001;url=video-preview.s3.yandex.net;blacklist=
192.168.10.41 hits=3;first=1760502504.333;last=1760504253.484;url=weather.rambler.ru;blacklist=
192.168.10.41 hits=5;first=1760502507.524;last=1760504263.569;url=ya.ru;blacklist=
192.168.10.41 hits=3;first=1760078685.925;last=1760508407.9;url=crl.pki.gov.kz;blacklist=
192.168.10.41 hits=1;first=1760504075.728;last=1760504075.728;url=egress.yandex.net;blacklist=
192.168.10.41 hits=6;first=1760503959.622;last=1760503959.662;url=cdn-store.rambler.ru;blacklist=
192.168.10.41 hits=39;first=1759984976.585;last=1759985393.828;url=app.warp.dev;blacklist=
192.168.10.41 hits=24;first=1759984981.019;last=1759985405.43;url=net.prod.verisoul.ai;blacklist=
192.168.10.41 hits=8;first=1760503959.108;last=1760504253.206;url=www.rambler.ru;blacklist=
192.168.10.41 hits=1;first=1760500713.47;last=1760500713.47;url=ublockorigin.github.io;blacklist=
192.168.10.41 hits=76;first=1760504220.755;last=1760509165.458;url=yandex.kz;blacklist=
192.168.10.41 hits=2;first=1760497844.024;last=1760502499.295;url=permanently-removed.invalid;blacklist=
192.168.10.41 hits=8;first=1760503958.053;last=1760504253.855;url=news.store.rambler.ru;blacklist=
192.168.10.41 hits=3;first=1760504253.826;last=1760505692.428;url=ogads-pa.clients6.google.com;blacklist=
192.168.10.41 hits=6;first=1760504221.272;last=1760504222.791;url=offside.kz;blacklist=
192.168.10.41 hits=1;first=1760512285.471;last=1760512285.471;url=cdn.statically.io;blacklist=
192.168.10.41 hits=27;first=1760502509.982;last=1760505687.187;url=yastatic.net;blacklist=
192.168.11.38 hits=2;first=1760503866.259;last=1760503866.259;url=www.bing.com;blacklist=
192.168.11.38 hits=1;first=1760503866.501;last=1760503866.501;url=cdn.jsdelivr.net;blacklist=
192.168.11.38 hits=2;first=1760503876.806;last=1760503877.161;url=www.rambler.ru;blacklist=
192.168.11.38 hits=3;first=1760503866.311;last=1760503866.678;url=ublockorigin.github.io;blacklist=
192.168.11.38 hits=2;first=1760503876.594;last=1760503876.594;url=www.yandex.kz;blacklist=
192.168.11.38 hits=1;first=1760503863.598;last=1760503863.598;url=copilot.microsoft.com;blacklist=
192.168.11.38 hits=1;first=1760503867.846;last=1760503867.846;url=malware-filter.pages.dev;blacklist=
192.168.11.38 hits=1;first=1760503866.576;last=1760503866.576;url=cdn.statically.io;blacklist=
192.168.11.38 hits=2;first=1760503867.716;last=1760503868.023;url=malware-filter.gitlab.io;blacklist=
192.168.11.38 hits=9;first=1760503866.85;last=1760503896.883;url=edge.microsoft.com;blacklist=
192.168.11.38 hits=2;first=1760503877.356;last=1760503877.607;url=www.google.kz;blacklist=
192.168.11.38 hits=1;first=1760070314.246;last=1760070314.246;url=geolocation.onetrust.com;blacklist=
192.168.11.38 hits=1;first=1760503867.935;last=1760503867.935;url=curbengh.github.io;blacklist=
