192.168.10.11 hits=5;first=1760502901.603;last=1760503494.417;url=localhost;blacklist=
192.168.10.41 hits=1;first=1760435825.494;last=1760435825.494;url=firebaseremoteconfig.googleapis.com;blacklist=
192.168.10.41 hits=2;first=1760435576.12;last=1760435704.596;url=home.imgsmail.ru;blacklist=
192.168.10.41 hits=1;first=1760497553.394;last=1760497553.394;url=copilot.microsoft.com;blacklist=
192.168.10.41 hits=7;first=1760419780.303;last=1760434156.907;url=www.yandex.kz;blacklist=
192.168.10.41 hits=28;first=1760080813.007;last=1760436031.498;url=speedtest.sat-lines.kz.prod.hosts.ooklaserver.net;blacklist=
192.168.10.41 hits=32;first=1760435579.293;last=1760444630.925;url=cloud.mail.ru;blacklist=
192.168.10.41 hits=6;first=1759984981.663;last=1759984981.813;url=turn.cloudflare.com;blacklist=
192.168.10.41 hits=8;first=1760435085.338;last=1760503959.662;url=cdn-store.rambler.ru;blacklist=
192.168.10.41 hits=104;first=1760004670.544;last=1760509165.458;url=yandex.kz;blacklist=
192.168.10.41 hits=37;first=1760442383.389;last=1760444630.925;url=cloud.imgsmail.ru;blacklist=
192.168.10.41 hits=1;first=1760435721.176;last=1760435721.176;url=cloclo59.datacloudmail.ru;blacklist=
192.168.10.41 hits=5;first=1760437689.843;last=1760437692.677;url=fonts.gstatic.com;blacklist=
192.168.10.41 hits=1;first=1760436324.709;last=1760436324.709;url=appleid.cdn-apple.com;blacklist=
192.168.10.41 hits=2;first=1760435578.568;last=1760435707.902;url=thumb.cloud.mail.ru;blacklist=
192.168.10.41 hits=7;first=1760497064.09;last=1760502798.726;url=www.bing.com;blacklist=
192.168.10.41 hits=7;first=1760434419.37;last=1760434419.648;url=cdn.jsdelivr.net;blacklist=
192.168.10.41 hits=33;first=1760434414.321;last=1760504253.973;url=rcm.rambler.ru;blacklist=
192.168.10.41 hits=1;first=1760414846.132;last=1760414846.132;url=api.yapfiles.ru;blacklist=
192.168.10.41 hits=1;first=1760497107.789;last=1760497107.789;url=curbengh.github.io;blacklist=
192.168.10.41 hits=6;first=1760436321.475;last=1760437485.48;url=geolocation.onetrust.com;blacklist=
192.168.10.41 hits=3;first=1760419782.804;last=1760504252.306;url=www.google.kz;blacklist=
192.168.10.41 hits=13;first=1760434412.778;last=1760434415.451;url=static.rambler.ru;blacklist=
192.168.10.41 hits=1;first=1759984982.386;last=1759984982.386;url=releases.warp.dev;blacklist=
192.168.10.41 hits=7;first=1760504071.567;last=1760504136.001;url=video-preview.s3.yandex.net;blacklist=
192.168.10.41 hits=2;first=1760004673.729;last=1760004673.942;url=ru.wikipedia.org;blacklist=
192.168.10.41 hits=4;first=1760333935.48;last=1760334120.344;url=player.vimeo.com;blacklist=
192.168.10.41 hits=2;first=1759985250.855;last=1759985251.699;url=astral-field-294621.firebaseapp.com;blacklist=
192.168.10.41 hits=15;first=1760434406.09;last=1760505687.111;url=avatars.mds.yandex.net;blacklist=
192.168.10.41 hits=39;first=1759984976.585;last=1759985393.828;url=app.warp.dev;blacklist=
192.168.10.41 hits=24;first=1759984981.019;last=1759985405.43;url=net.prod.verisoul.ai;blacklist=
192.168.10.41 hits=1;first=1760437689.194;last=1760437689.194;url=fonts.googleapis.com;blacklist=
192.168.10.41 hits=1;first=1760500713.47;last=1760500713.47;url=ublockorigin.github.io;blacklist=
192.168.10.41 hits=25;first=1760004671.371;last=1760504253.206;url=www.rambler.ru;blacklist=
192.168.10.41 hits=2;first=1759985258.079;last=1759985258.591;url=signaler-pa.clients6.google.com;blacklist=
192.168.10.41 hits=6;first=1760435704.58;last=1760444630.973;url=imgs2.imgsmail.ru;blacklist=
192.168.10.41 hits=3;first=1759981670.388;last=1759982006.849;url=speedtest21.altel.kz.prod.hosts.ooklaserver.net;blacklist=
192.168.10.41 hits=1;first=1760435573.183;last=1760435573.183;url=login.vk.com;blacklist=
192.168.10.41 hits=8;first=1759984974.548;last=1759985392.237;url=js.hs-scripts.com;blacklist=
192.168.10.41 hits=3;first=1760435585.129;last=1760435632.829;url=cloclo63.cloud.mail.ru;blacklist=
192.168.10.41 hits=28;first=1760080813.1;last=1760436034.998;url=shm-st-01.kcell.kz.prod.hosts.ooklaserver.net;blacklist=
192.168.10.41 hits=4;first=1759985251.573;last=1759985251.948;url=peoplestack-pa.clients6.google.com;blacklist=
192.168.10.41 hits=46;first=1760434405.199;last=1760505687.187;url=yastatic.net;blacklist=
192.168.10.41 hits=14;first=1760434418.689;last=1760505692.428;url=ogads-pa.clients6.google.com;blacklist=
192.168.10.41 hits=2;first=1760440940.205;last=1760512285.471;url=cdn.statically.io;blacklist=
192.168.10.41 hits=1;first=1760437692.725;last=1760437692.725;url=yt3.ggpht.com;blacklist=
192.168.10.41 hits=12;first=1760333934.938;last=1760334122.452;url=featureassets.org;blacklist=
192.168.10.41 hits=4;first=1760437692.677;last=1760437716.706;url=i.ytimg.com;blacklist=
192.168.10.41 hits=7;first=1760434446.67;last=1760504283.988;url=atlas.rambler.ru;blacklist=
192.168.10.41 hits=4;first=1760435578.023;last=1760435707.529;url=o2.mail.ru;blacklist=
192.168.10.41 hits=31;first=1760004663.461;last=1760505692.399;url=www.google.com;blacklist=
192.168.10.41 hits=183;first=1760076947.605;last=1760444379.34;url=web.whatsapp.com;blacklist=
192.168.10.41 hits=2;first=1760435823.922;last=1760436324.709;url=accounts.google.com;blacklist=
192.168.10.41 hits=10;first=1760434166.741;last=1760505686.241;url=yandex.ru;blacklist=
192.168.10.41 hits=6;first=1760434414.182;last=1760502505.352;url=store.rambler.ru;blacklist=
192.168.10.41 hits=2;first=1760340117.43;last=1760340117.649;url=mc.yandex.kz;blacklist=
192.168.10.41 hits=1;first=1759985259.731;last=1759985259.731;url=contacts.google.com;blacklist=
192.168.10.41 hits=2;first=1760435107.214;last=1760435555.239;url=kenes2.1414.kz;blacklist=
192.168.10.41 hits=1;first=1760435823.889;last=1760435823.889;url=cdn.ziffstatic.com;blacklist=
192.168.10.41 hits=4;first=1760435735.207;last=1760435739.42;url=notepad-plus-plus.org;blacklist=
192.168.10.41 hits=3;first=1760435585.675;last=1760435633.149;url=cloclo63.datacloudmail.ru;blacklist=
192.168.10.41 hits=28;first=1760080812.984;last=1760436030.995;url=jzk-st10g.2day.kz.prod.hosts.ooklaserver.net;blacklist=
192.168.10.41 hits=6;first=1759980095.259;last=1759980361.858;url=encrypted-tbn2.gstatic.com;blacklist=
192.168.10.41 hits=5;first=1760434415.113;last=1760504253.484;url=weather.rambler.ru;blacklist=
192.168.10.41 hits=1;first=1760434438.416;last=1760434438.416;url=blog.whatsapp.com;blacklist=
192.168.10.41 hits=24;first=1760434406.08;last=1760505687.205;url=favicon.yandex.net;blacklist=
192.168.10.41 hits=1;first=1760437706.76;last=1760437706.76;url=jnn-pa.googleapis.com;blacklist=
