192.168.10.41 hits=2;first=1760333426.618;last=1760333427.949;url=speedtest.connect-s.kz.prod.hosts.ooklaserver.net;blacklist=
192.168.10.41 hits=2;first=1760333426.667;last=1760333431.436;url=shm-st-01.kcell.kz.prod.hosts.ooklaserver.net;blacklist=
192.168.10.41 hits=2;first=1760333426.498;last=1760333427.449;url=nur-st.astel.kz.prod.hosts.ooklaserver.net;blacklist=
192.168.10.41 hits=2;first=1760340117.43;last=1760340117.649;url=mc.yandex.kz;blacklist=
192.168.10.41 hits=7;first=1760419778.149;last=1760419778.149;url=permanently-removed.invalid;blacklist=
192.168.10.41 hits=2;first=1760333426.643;last=1760333430.98;url=shymkent-01.speedtest.telco.ftel.kz.prod.hosts.ooklaserver.net;blacklist=
192.168.10.41 hits=12;first=1760330445.242;last=1760359105.475;url=st.top100.ru;blacklist=
192.168.10.41 hits=2;first=1760333426.695;last=1760333430.983;url=speedtest2.fish-net.kz.prod.hosts.ooklaserver.net;blacklist=
192.168.10.41 hits=3;first=1760330470.955;last=1760411161.668;url=crl.pki.gov.kz;blacklist=
192.168.10.41 hits=2;first=1760333426.691;last=1760333430.98;url=shm-st10g.2day.kz.prod.hosts.ooklaserver.net;blacklist=
192.168.10.41 hits=2;first=1760333426.593;last=1760333427.948;url=speedtest.sat-lines.kz.prod.hosts.ooklaserver.net;blacklist=
192.168.10.41 hits=12;first=1760333934.938;last=1760334122.452;url=featureassets.org;blacklist=
192.168.10.41 hits=2;first=1760333426.593;last=1760333427.972;url=speedtest.shimkent.telecom.kz.prod.hosts.ooklaserver.net;blacklist=
192.168.10.41 hits=4;first=1760333935.48;last=1760334120.344;url=player.vimeo.com;blacklist=
192.168.10.41 hits=1;first=1760340127.633;last=1760340127.633;url=sse.games.yandex.kz;blacklist=
192.168.10.41 hits=2;first=1760333426.593;last=1760333427.451;url=speedtest.kyzylorda.telecom.kz.prod.hosts.ooklaserver.net;blacklist=
192.168.10.41 hits=2;first=1760333426.593;last=1760333427.475;url=jzk-st10g.2day.kz.prod.hosts.ooklaserver.net;blacklist=
192.168.11.38 hits=1;first=1760359628.09;last=1760359628.09;url=sync.upravel.com;blacklist=
192.168.11.38 hits=17;first=1760358078.282;last=1760359618.514;url=ocsp.digicert.com;blacklist=
192.168.11.38 hits=8;first=1760359503.339;last=1760359503.42;url=matchid.adfox.yandex.ru;blacklist=
192.168.11.38 hits=2;first=1760338385.721;last=1760338415.679;url=www.google.kz;blacklist=
192.168.11.38 hits=14;first=1760359503.438;last=1760359504.57;url=pretarg.adhigh.net;blacklist=
192.168.11.38 hits=1;first=1760338403.593;last=1760338403.593;url=vkvideo.ru;blacklist=
192.168.11.38 hits=6;first=1760359498.252;last=1760359506.258;url=browser.pipe.aria.microsoft.com;blacklist=
192.168.11.38 hits=2;first=1760358935.142;last=1760358936.188;url=music.yandex.ru;blacklist=
192.168.11.38 hits=1;first=1760359191.053;last=1760359191.053;url=30947b7b8c48b48c25a63faf02e0fc0f.clo.footprintdns.com;blacklist=
192.168.11.38 hits=1;first=1760332872.335;last=1760332872.335;url=cdn.jsdelivr.net;blacklist=
192.168.11.38 hits=17;first=1760359144.74;last=1760359618.519;url=crl3.digicert.com;blacklist=
192.168.11.38 hits=7;first=1760358039.327;last=1760359623.608;url=ads.adfox.ru;blacklist=
192.168.11.38 hits=16;first=1760359503.472;last=1760359565.582;url=ad.mail.ru;blacklist=
192.168.11.38 hits=2;first=1760359502.717;last=1760359502.733;url=cdn.skcrtxr.com;blacklist=
192.168.11.38 hits=13;first=1760359503.476;last=1760359565.586;url=hb.bumlam.com;blacklist=
192.168.11.38 hits=4;first=1760359503.739;last=1760359503.842;url=fcgi4.gnezdo.ru;blacklist=
192.168.11.38 hits=1;first=1760359503.686;last=1760359503.686;url=exad.smi2.ru;blacklist=
192.168.11.38 hits=1;first=1760421216.38;last=1760421216.38;url=edgeassetservice.azureedge.net;blacklist=
192.168.11.38 hits=2;first=1760359502.717;last=1760359502.737;url=static.terratraf.com;blacklist=
192.168.11.38 hits=2;first=1760358936.209;last=1760358936.248;url=radio.yandex.ru;blacklist=
192.168.11.38 hits=1;first=1760358338.513;last=1760358338.513;url=windows.msn.com;blacklist=
192.168.11.38 hits=4;first=1760359150.106;last=1760359619.782;url=www.yandex.kz;blacklist=
192.168.11.38 hits=1;first=1760359627.981;last=1760359627.981;url=sync.1dmp.io;blacklist=
192.168.11.38 hits=5;first=1760358078.335;last=1760359404.154;url=crl4.digicert.com;blacklist=
sgolota@tp.oil hits=9;first=1760332199.489;last=1760419778.506;url=permanently-removed.invalid;blacklist=
vpupkin@tp.oil hits=1;first=1760358338.542;last=1760358338.542;url=windows.msn.com;blacklist=
vpupkin@tp.oil hits=2;first=1760358936.238;last=1760358936.257;url=radio.yandex.ru;blacklist=
vpupkin@tp.oil hits=2;first=1760358936.179;last=1760358936.202;url=music.yandex.ru;blacklist=
vrogov@tp.oil hits=2;first=1760332872.353;last=1760332872.373;url=cdn.jsdelivr.net;blacklist=
vrogov@tp.oil hits=4;first=1760338386.003;last=1760338416.22;url=www.google.kz;blacklist=
