192.168.10.11 hits=3090;bytes=2547647;duration=46;first=1760503788.637;last=1760512331.415;url=localhost;cache_hit=0;cache_bytes=0;arr_last=1760509238.724,1760509540.856,1760509841.106,1760510142.419,1760510443.301,1760510744.447,1760511044.49,1760511346.235,1760511921.914,1760512223.288
192.168.10.41 hits=5;bytes=997797;duration=6314;first=1760352759.513;last=1760352764.98;url=st3-23.vk.com;cache_hit=0;cache_bytes=0;arr_last=1760352759.513,1760352759.515,1760352759.517,1760352759.521,1760352764.98
192.168.10.41 hits=2;bytes=881390;duration=408396;first=1760352764.981;last=1760356956.856;url=s00.yaplakal.com;cache_hit=0;cache_bytes=0;arr_last=1760352764.981,1760356956.856
192.168.10.41 hits=25;bytes=620745;duration=4852782;first=1760347486.105;last=1760356557.102;url=vk.com;cache_hit=0;cache_bytes=0;arr_last=1760352764.981,1760352825.074,1760352885.166,1760352945.296,1760353010.384,1760353361.59,1760353421.955,1760353852.675,1760354688.989,1760356557.102
192.168.10.41 hits=4;bytes=581429;duration=69635;first=1760352629.754;last=1760356625.539;url=avatars.mds.yandex.net;cache_hit=0;cache_bytes=0;arr_last=1760352629.754,1760352754.965,1760353341.576,1760356625.539
192.168.10.41 hits=22;bytes=578870;duration=174206;first=1760352674.834;last=1760353632.327;url=yandex.kz;cache_hit=0;cache_bytes=0;arr_last=1760352694.858,1760352704.876,1760352724.91,1760352734.934,1760352764.976,1760352785.003,1760352795.016,1760352815.05,1760352825.074,1760353341.577
192.168.10.41 hits=1;bytes=564317;duration=19329;first=1760353361.589;last=1760353361.589;url=www.google.com;cache_hit=0;cache_bytes=0;arr_last=1760353361.589
192.168.10.41 hits=3;bytes=415234;duration=17973;first=1760352629.754;last=1760352649.129;url=yastatic.net;cache_hit=0;cache_bytes=0;arr_last=1760352629.754,1760352629.754,1760352649.129
192.168.10.41 hits=1;bytes=396751;duration=8996;first=1760353351.583;last=1760353351.583;url=news.store.rambler.ru;cache_hit=0;cache_bytes=0;arr_last=1760353351.583
192.168.10.41 hits=2;bytes=386990;duration=14272;first=1760333424.311;last=1760333434.331;url=www.speedtest.net;cache_hit=0;cache_bytes=0;arr_last=1760333424.311,1760333434.331
192.168.10.41 hits=2;bytes=144026;duration=18780;first=1760353351.58;last=1760353351.581;url=www.rambler.ru;cache_hit=0;cache_bytes=0;arr_last=1760353351.58,1760353351.581
