192.168.10.11 hits=3090;bytes=2547647;duration=46;first=1760503788.637;last=1760512331.415;url=localhost;cache_hit=0;cache_bytes=0;arr_last=1760509238.724,1760509540.856,1760509841.106,1760510142.419,1760510443.301,1760510744.447,1760511044.49,1760511346.235,1760511921.914,1760512223.288
192.168.10.41 hits=164;bytes=3789500;duration=35630;first=1759834645.733;last=1760352649.129;url=yastatic.net;cache_hit=0;cache_bytes=0;arr_last=1759834645.807,1759834645.811,1759834646.967,1759834646.971,1759834646.999,1759834647,1759834647.188,1759897006.921,1759901697.976,1760352629.754
192.168.10.41 hits=151;bytes=2916950;duration=193423;first=1759834645.162;last=1760353632.327;url=yandex.kz;cache_hit=0;cache_bytes=0;arr_last=1759834646.158,1759834646.158,1759834646.183,1759834646.272,1759834957.574,1759835317.476,1759835677.653,1759897008.25,1759901697.744,1760352694.858
192.168.10.41 hits=110;bytes=2802393;duration=82440;first=1759834646.817;last=1760356625.539;url=avatars.mds.yandex.net;cache_hit=0;cache_bytes=0;arr_last=1759834646.933,1759834646.955,1759834646.965,1759834646.999,1759834647.008,1759834647.014,1759897008.764,1759901966.684,1760352629.754,1760356625.539
192.168.10.41 hits=30;bytes=1428070;duration=23444;first=1759834647.337;last=1760353361.589;url=www.google.com;cache_hit=0;cache_bytes=0;arr_last=1759834647.75,1759834647.875,1759834647.982,1759834648.1,1759834648.101,1759834648.208,1759834648.262,1759897007.284,1759901700.13,1760353361.589
192.168.10.41 hits=5;bytes=997797;duration=6314;first=1760352759.513;last=1760352764.98;url=st3-23.vk.com;cache_hit=0;cache_bytes=0;arr_last=1760352759.513,1760352759.515,1760352759.517,1760352759.521,1760352764.98
192.168.10.41 hits=2;bytes=881390;duration=408396;first=1760352764.981;last=1760356956.856;url=s00.yaplakal.com;cache_hit=0;cache_bytes=0;arr_last=1760352764.981,1760356956.856
192.168.10.41 hits=25;bytes=620745;duration=4852782;first=1760347486.105;last=1760356557.102;url=vk.com;cache_hit=0;cache_bytes=0;arr_last=1760352764.981,1760352825.074,1760352885.166,1760352945.296,1760353010.384,1760353361.59,1760353421.955,1760353852.675,1760354688.989,1760356557.102
192.168.10.41 hits=5;bytes=430480;duration=9222;first=1759897295.408;last=1760353351.583;url=news.store.rambler.ru;cache_hit=0;cache_bytes=0;arr_last=1759897295.408,1759897295.423,1759897295.869,1759897295.872,1760353351.583
192.168.10.41 hits=12;bytes=409973;duration=20200;first=1759897006.831;last=1760353351.581;url=www.rambler.ru;cache_hit=0;cache_bytes=0;arr_last=1759897007.884,1759897007.955,1759897009.518,1759897009.642,1759897293.804,1759897294.546,1759897294.957,1759897296.136,1759897296.26,1760353351.58
192.168.10.41 hits=2;bytes=386990;duration=14272;first=1760333424.311;last=1760333434.331;url=www.speedtest.net;cache_hit=0;cache_bytes=0;arr_last=1760333424.311,1760333434.331
192.168.10.41 hits=17;bytes=245985;duration=10930;first=1759897296.401;last=1760353351.582;url=ru.wikipedia.org;cache_hit=0;cache_bytes=0;arr_last=1759897296.705,1759897296.808,1759897296.958,1759897296.967,1759897297.381,1759897297.392,1759897297.638,1759897297.805,1759901701.614,1760353351.582
192.168.10.41 hits=2;bytes=138673;duration=6222;first=1759897009.44;last=1760353351.584;url=cdn-store.rambler.ru;cache_hit=0;cache_bytes=0;arr_last=1759897009.44,1760353351.584
192.168.10.41 hits=4;bytes=137246;duration=23644;first=1760352764.976;last=1760356557.102;url=www.yaplakal.com;cache_hit=0;cache_bytes=0;arr_last=1760352764.976,1760353361.59,1760353992.89,1760356557.102
192.168.10.41 hits=30;bytes=125710;duration=71603;first=1759897008.343;last=1760356624.971;url=embeds.rambler.ru;cache_hit=0;cache_bytes=0;arr_last=1759897008.585,1759897008.817,1759897008.896,1759897008.979,1759897009.027,1759897009.033,1759897009.083,1759897009.1,1760353351.581,1760356624.971
192.168.10.41 hits=2;bytes=112053;duration=125971;first=1760352764.981;last=1760356678.507;url=s02.yapfiles.ru;cache_hit=0;cache_bytes=0;arr_last=1760352764.981,1760356678.507
192.168.10.41 hits=14;bytes=107075;duration=19294;first=1759897008.149;last=1760353351.583;url=rcm.rambler.ru;cache_hit=0;cache_bytes=0;arr_last=1759897008.165,1759897008.27,1759897008.478,1759897008.478,1759897008.597,1759897294.916,1759897294.946,1759897295.093,1759897295.241,1760353351.58
192.168.10.41 hits=1;bytes=103950;duration=346;first=1759902037.683;last=1759902037.683;url=edgec.strm.yandex.net;cache_hit=0;cache_bytes=0;arr_last=1759902037.683
192.168.10.41 hits=1;bytes=103845;duration=216;first=1759902037.524;last=1759902037.524;url=ext-strm-rustw01rtk-01.strm.yandex.net;cache_hit=0;cache_bytes=0;arr_last=1759902037.524
192.168.10.41 hits=1;bytes=103845;duration=200;first=1759902037.507;last=1759902037.507;url=ext-strm-ruekt05ttk-01.strm.yandex.net;cache_hit=0;cache_bytes=0;arr_last=1759902037.507
192.168.10.41 hits=1;bytes=103826;duration=230;first=1759902037.593;last=1759902037.593;url=ext-strm-chlbttk-01.strm.yandex.net;cache_hit=0;cache_bytes=0;arr_last=1759902037.593
192.168.10.41 hits=1;bytes=103677;duration=298;first=1759902037.726;last=1759902037.726;url=yccdn-test.cdn.yandex.net;cache_hit=0;cache_bytes=0;arr_last=1759902037.726
192.168.10.41 hits=1;bytes=83541;duration=697;first=1759835960.49;last=1759835960.49;url=malware-filter.gitlab.io;cache_hit=0;cache_bytes=0;arr_last=1759835960.49
192.168.10.41 hits=3;bytes=71609;duration=524;first=1759901969.194;last=1759901970.849;url=hd.kinopoisk.ru;cache_hit=0;cache_bytes=0;arr_last=1759901969.194,1759901969.334,1759901970.849
192.168.10.41 hits=1;bytes=62594;duration=274;first=1759901973.609;last=1759901973.609;url=payment-widget.plus.kinopoisk.ru;cache_hit=0;cache_bytes=0;arr_last=1759901973.609
192.168.10.41 hits=14;bytes=53303;duration=2598;first=1759901973.233;last=1759901975.168;url=graphql.kinopoisk.ru;cache_hit=0;cache_bytes=0;arr_last=1759901973.233,1759901973.233,1759901973.234,1759901973.644,1759901973.652,1759901973.655,1759901974.175,1759901974.212,1759901974.329,1759901974.592
192.168.10.41 hits=1;bytes=48035;duration=4475;first=1760352764.981;last=1760352764.981;url=s01.yapfiles.ru;cache_hit=0;cache_bytes=0;arr_last=1760352764.981
192.168.10.41 hits=9;bytes=34362;duration=20487;first=1759834648.198;last=1760353361.59;url=ogads-pa.clients6.google.com;cache_hit=0;cache_bytes=0;arr_last=1759834648.198,1759834648.557,1759897007.996,1759897296.872,1759901700.801,1759901701.181,1760353351.583,1760353351.585,1760353361.59
192.168.10.41 hits=10;bytes=32980;duration=379536;first=1759835889.971;last=1760356984.468;url=edge.microsoft.com;cache_hit=0;cache_bytes=0;arr_last=1759835889.971,1759835919.486,1759836069.549,1759836153.577,1759901973.406,1760347229.537,1760350438.852,1760352629.754,1760353341.578,1760356984.468
192.168.10.41 hits=4;bytes=30457;duration=13943;first=1760352764.981;last=1760356557.102;url=api.yapfiles.ru;cache_hit=0;cache_bytes=0;arr_last=1760352764.981,1760353361.59,1760353992.891,1760356557.102
192.168.10.41 hits=1;bytes=29509;duration=7594;first=1760353351.581;last=1760353351.581;url=store.rambler.ru;cache_hit=0;cache_bytes=0;arr_last=1760353351.581
192.168.10.41 hits=1;bytes=29353;duration=8555;first=1760353361.589;last=1760353361.589;url=encrypted-tbn0.gstatic.com;cache_hit=0;cache_bytes=0;arr_last=1760353361.589
192.168.10.41 hits=7;bytes=25089;duration=45702;first=1759834654.977;last=1760353361.59;url=yandex.ru;cache_hit=0;cache_bytes=0;arr_last=1759834654.977,1759897021.111,1759897307.245,1759901968.503,1760352674.835,1760352764.979,1760353361.59
192.168.10.41 hits=9;bytes=24984;duration=19555;first=1759897007.268;last=1760353351.582;url=id.rambler.ru;cache_hit=0;cache_bytes=0;arr_last=1759897007.268,1759897007.976,1759897009.099,1759897294.363,1759897294.857,1759897294.959,1759897295.828,1760353351.58,1760353351.582
192.168.10.41 hits=4;bytes=18082;duration=8303;first=1759897297.294;last=1760353351.584;url=upload.wikimedia.org;cache_hit=0;cache_bytes=0;arr_last=1759897297.294,1759901702.403,1759901702.528,1760353351.584
192.168.10.41 hits=6;bytes=17681;duration=44041;first=1759834655.415;last=1760353361.59;url=ya.ru;cache_hit=0;cache_bytes=0;arr_last=1759834655.415,1759897021.492,1759897307.568,1760352674.834,1760352764.977,1760353361.59
192.168.10.41 hits=10;bytes=16550;duration=8040;first=1759834646.849;last=1760352754.965;url=favicon.yandex.net;cache_hit=0;cache_bytes=0;arr_last=1759834646.849,1759834646.904,1759834647.797,1759897009.118,1759901966.606,1759901966.621,1759901966.718,1759901967.877,1759901968.496,1760352754.965
192.168.10.41 hits=4;bytes=15879;duration=15375;first=1760352764.981;last=1760356557.102;url=www.yapfiles.ru;cache_hit=0;cache_bytes=0;arr_last=1760352764.981,1760353361.59,1760353992.89,1760356557.102
192.168.10.41 hits=1;bytes=12793;duration=293;first=1759835958.59;last=1759835958.59;url=ublockorigin.pages.dev;cache_hit=0;cache_bytes=0;arr_last=1759835958.59
192.168.10.41 hits=5;bytes=10305;duration=7601;first=1759897298.041;last=1760353351.582;url=en.wikipedia.org;cache_hit=0;cache_bytes=0;arr_last=1759897298.041,1759897298.051,1759901702.897,1759901702.937,1760353351.582
192.168.10.41 hits=3;bytes=8092;duration=1516;first=1759835890.593;last=1760353638.066;url=www.bing.com;cache_hit=0;cache_bytes=0;arr_last=1759835890.593,1759897023.032,1760353638.066
192.168.10.41 hits=3;bytes=7632;duration=9307;first=1759897008.543;last=1760353351.583;url=weather.rambler.ru;cache_hit=0;cache_bytes=0;arr_last=1759897008.543,1759897295.118,1760353351.583
192.168.10.41 hits=2;bytes=6070;duration=4276;first=1759897023.192;last=1760353642.342;url=xpaywalletcdn-prod.azureedge.net;cache_hit=0;cache_bytes=0;arr_last=1759897023.192,1760353642.342
192.168.10.41 hits=2;bytes=5857;duration=240;first=1759901974.163;last=1759901974.555;url=api.acquisition-gwe.plus.kinopoisk.ru;cache_hit=0;cache_bytes=0;arr_last=1759901974.163,1759901974.555
192.168.10.41 hits=1;bytes=4567;duration=103;first=1759901970.419;last=1759901970.419;url=sso.kinopoisk.ru;cache_hit=0;cache_bytes=0;arr_last=1759901970.419
192.168.10.41 hits=1;bytes=3481;duration=110;first=1759901969.815;last=1759901969.815;url=sso.passport.yandex.ru;cache_hit=0;cache_bytes=0;arr_last=1759901969.815
192.168.10.41 hits=2;bytes=3175;duration=149;first=1759902036.958;last=1759902037.817;url=strm.yandex.ru;cache_hit=0;cache_bytes=0;arr_last=1759902036.958,1759902037.817
192.168.10.41 hits=4;bytes=3063;duration=399;first=1759901974.331;last=1759901974.86;url=tracking.ott.yandex.net;cache_hit=0;cache_bytes=0;arr_last=1759901974.331,1759901974.464,1759901974.745,1759901974.86
192.168.10.41 hits=1;bytes=1176;duration=78;first=1759835927.924;last=1759835927.924;url=raw.githubusercontent.com;cache_hit=0;cache_bytes=0;arr_last=1759835927.924
192.168.10.41 hits=2;bytes=820;duration=131;first=1759897326.755;last=1759897326.842;url=atlas.rambler.ru;cache_hit=0;cache_bytes=0;arr_last=1759897326.755,1759897326.842
192.168.10.41 hits=1;bytes=650;duration=204;first=1759834653.476;last=1759834653.476;url=myip.ru;cache_hit=0;cache_bytes=0;arr_last=1759834653.476
192.168.11.38 hits=3;bytes=9187780;duration=1727144;first=1760355399.801;last=1760356970.079;url=rusradio.hostingradio.ru;cache_hit=0;cache_bytes=0;arr_last=1760355399.801,1760356594.687,1760356970.079
